"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"19.07.2017","65.179,92","65.337,00","65.603,89","64.873,93","2,70M","-0,24%"
"18.07.2017","65.337,67","65.208,25","65.337,67","64.942,98","2,28M","0,19%"
"17.07.2017","65.212,31","65.431,28","65.478,17","65.119,24","2,33M","-0,34%"
"14.07.2017","65.436,18","65.178,35","65.624,38","65.178,35","2,80M","0,40%"
"13.07.2017","65.178,35","64.854,26","65.302,33","64.854,26","3,22M","0,53%"
"12.07.2017","64.835,55","63.840,28","64.937,87","63.826,98","4,24M","1,57%"
"11.07.2017","63.832,15","63.026,82","63.891,30","62.907,74","2,65M","1,28%"
"10.07.2017","63.025,47","62.322,40","63.135,40","62.322,40","2,29M","1,13%"
"07.07.2017","62.322,40","62.474,44","62.925,92","62.035,10","2,98M","-0,24%"
"06.07.2017","62.470,33","63.156,03","63.188,31","62.353,93","3,13M","-1,08%"
"05.07.2017","63.154,17","63.215,17","63.484,59","62.708,27","3,27M","-0,12%"
"04.07.2017","63.231,59","63.268,07","63.345,59","63.075,83","980,07K","-0,08%"
"03.07.2017","63.279,58","62.900,91","63.337,53","62.900,91","2,15M","0,60%"
"30.06.2017","62.899,97","62.237,83","63.037,57","62.237,83","2,77M","1,06%"
"29.06.2017","62.238,95","62.009,85","62.498,52","61.689,36","3,01M","0,36%"
"28.06.2017","62.017,97","61.684,26","62.057,28","61.433,33","2,80M","0,56%"
"27.06.2017","61.675,46","62.188,32","62.424,16","61.580,43","3,38M","-0,82%"
"26.06.2017","62.188,09","61.087,85","62.250,97","61.087,85","2,68M","1,80%"
"23.06.2017","61.087,14","61.272,22","61.399,79","60.991,55","2,92M","-0,30%"
"22.06.2017","61.272,22","60.762,42","61.353,61","60.758,22","3,16M","0,84%"
"21.06.2017","60.761,74","60.783,05","61.187,64","60.543,61","3,38M","-0,01%"
"20.06.2017","60.766,16","62.010,56","62.010,56","60.766,16","4,08M","-2,01%"
"19.06.2017","62.014,03","61.619,86","62.272,28","61.619,86","2,84M","0,63%"
"16.06.2017","61.626,41","61.911,45","61.921,24","61.269,39","5,25M","-0,48%"
"14.06.2017","61.922,93","61.830,77","62.475,10","61.507,58","4,46M","0,15%"
"13.06.2017","61.828,99","61.708,42","62.011,87","61.510,01","2,55M","0,21%"
"12.06.2017","61.700,23","62.218,56","62.286,33","61.278,79","3,12M","-0,82%"
"09.06.2017","62.210,56","62.755,23","63.065,79","62.095,46","3,20M","-0,87%"
"08.06.2017","62.755,57","63.170,97","63.170,97","62.376,30","2,79M","-0,66%"
"07.06.2017","63.170,73","62.954,86","63.636,64","62.911,55","2,98M","0,34%"
"06.06.2017","62.954,69","62.449,93","63.301,98","62.426,20","3,09M","0,81%"
"05.06.2017","62.450,45","62.503,01","62.800,45","62.009,52","2,50M","-0,10%"
"02.06.2017","62.510,69","62.289,20","62.773,25","62.160,72","2,96M","0,36%"
"01.06.2017","62.288,52","62.711,47","63.293,49","62.165,21","3,47M","-0,67%"
"31.05.2017","62.711,47","63.960,81","63.984,42","62.672,65","4,68M","-1,96%"
"30.05.2017","63.962,26","63.764,94","64.107,22","63.720,09","2,30M","0,32%"
"29.05.2017","63.760,94","64.054,84","64.054,84","63.530,67","1,70M","-0,51%"
"26.05.2017","64.085,41","63.227,51","64.170,25","63.227,51","3,97M","1,36%"
"25.05.2017","63.226,79","63.256,47","63.991,40","62.761,80","4,12M","-0,05%"
"24.05.2017","63.257,36","62.672,62","64.015,79","62.672,62","4,31M","0,95%"
"23.05.2017","62.662,48","61.670,21","62.774,63","61.670,21","4,90M","1,60%"
"22.05.2017","61.673,49","62.638,49","62.638,49","60.924,77","6,00M","-1,54%"
"19.05.2017","62.639,31","61.596,81","63.488,18","61.596,81","6,31M","1,69%"
"18.05.2017","61.597,06","67.535,78","67.535,78","60.314,70","11,39M","-8,80%"
"17.05.2017","67.540,25","68.674,01","68.674,01","67.163,37","3,42M","-1,67%"
"16.05.2017","68.684,50","68.473,34","68.791,87","68.124,24","3,79M","0,31%"
"15.05.2017","68.474,19","68.226,67","68.592,96","68.081,18","3,39M","0,37%"
"12.05.2017","68.221,94","67.536,28","68.428,74","67.536,28","3,94M","1,01%"
"11.05.2017","67.537,61","67.355,06","67.709,44","67.191,39","2,96M","0,28%"
"10.05.2017","67.349,73","66.283,75","67.528,40","66.283,75","3,27M","1,62%"
"09.05.2017","66.277,67","65.533,47","66.535,63","65.533,47","2,76M","1,15%"
"08.05.2017","65.526,04","65.705,29","66.014,81","65.295,20","2,34M","-0,28%"
"05.05.2017","65.709,74","64.868,68","65.768,15","64.863,26","2,85M","1,31%"
"04.05.2017","64.862,61","66.069,19","66.098,82","64.720,93","3,90M","-1,86%"
"03.05.2017","66.093,78","66.720,39","66.757,94","65.898,48","3,55M","-0,94%"
"02.05.2017","66.721,75","65.404,05","66.851,34","65.404,05","3,61M","2,02%"
"28.04.2017","65.403,25","64.679,27","65.403,25","64.591,58","3,07M","1,12%"
"27.04.2017","64.676,55","64.871,78","65.326,50","64.292,09","3,21M","-0,29%"
"26.04.2017","64.861,92","65.143,68","65.436,30","64.679,05","3,32M","-0,44%"
"25.04.2017","65.148,35","64.383,50","65.148,35","63.875,22","3,13M","1,18%"
"24.04.2017","64.389,01","63.761,21","64.753,68","63.761,21","3,29M","0,99%"
"20.04.2017","63.760,62","63.406,12","64.163,40","63.388,19","2,99M","0,56%"
"19.04.2017","63.406,97","64.164,93","64.572,29","63.218,81","3,16M","-1,17%"
"18.04.2017","64.158,84","64.335,74","64.590,70","63.716,75","3,24M","-0,27%"
"17.04.2017","64.334,93","62.827,58","64.423,68","62.827,58","3,25M","2,40%"
"13.04.2017","62.826,28","63.891,14","63.991,80","62.826,28","3,31M","-1,67%"
"12.04.2017","63.891,68","64.362,46","64.455,66","63.814,16","4,39M","-0,73%"
"11.04.2017","64.359,79","64.650,29","64.871,81","63.351,37","3,28M","-0,45%"
"10.04.2017","64.649,81","64.593,10","64.927,58","64.115,05","3,08M","0,09%"
"07.04.2017","64.593,10","64.201,84","65.197,30","64.016,16","2,94M","0,58%"
"06.04.2017","64.222,72","64.774,76","64.921,20","63.762,13","2,96M","-0,85%"
"05.04.2017","64.774,76","65.769,94","66.211,17","64.492,59","3,07M","-1,51%"
"04.04.2017","65.768,91","65.211,70","65.775,01","64.989,53","2,15M","0,85%"
"03.04.2017","65.211,48","64.989,21","65.384,21","64.774,19","2,95M","0,35%"
"31.03.2017","64.984,07","65.266,22","65.596,61","64.859,03","2,70M","-0,43%"
"30.03.2017","65.265,98","65.541,26","65.775,41","65.070,19","2,41M","-0,40%"
"29.03.2017","65.528,29","64.635,56","65.551,37","64.476,06","3,60M","1,37%"
"28.03.2017","64.640,45","64.308,08","64.847,15","64.041,70","3,46M","0,52%"
"27.03.2017","64.308,39","63.829,32","64.356,32","63.030,09","2,76M","0,71%"
"24.03.2017","63.853,77","63.553,78","63.997,33","63.468,60","2,65M","0,51%"
"23.03.2017","63.530,79","63.521,33","63.942,06","62.840,03","3,55M","0,01%"
"22.03.2017","63.521,33","62.980,03","63.747,06","62.496,17","4,19M","0,86%"
"21.03.2017","62.980,37","64.883,93","64.964,54","62.794,75","3,81M","-2,93%"
"20.03.2017","64.884,27","64.209,93","65.135,89","63.672,13","3,73M","1,05%"
"17.03.2017","64.209,94","65.783,48","66.205,10","64.151,75","5,37M","-2,39%"
"16.03.2017","65.782,85","66.232,18","66.554,15","65.530,52","2,95M","-0,68%"
"15.03.2017","66.234,87","64.701,86","66.317,67","64.537,21","3,86M","2,37%"
"14.03.2017","64.699,46","65.511,27","65.549,40","64.699,46","2,91M","-1,27%"
"13.03.2017","65.534,30","64.674,12","65.651,25","64.674,12","2,23M","1,33%"
"10.03.2017","64.675,46","64.585,90","65.724,82","64.471,98","3,54M","0,14%"
"09.03.2017","64.585,24","64.718,02","65.067,91","64.202,84","3,62M","-0,21%"
"08.03.2017","64.718,02","65.747,70","65.809,51","64.496,42","3,84M","-1,56%"
"07.03.2017","65.742,32","66.343,00","66.641,04","65.667,94","2,98M","-0,90%"
"06.03.2017","66.341,37","66.786,01","66.891,75","66.118,70","3,44M","-0,67%"
"03.03.2017","66.785,53","65.860,37","66.800,75","65.860,37","2,74M","1,41%"
"02.03.2017","65.854,93","67.000,38","67.035,31","65.593,85","3,19M","-1,69%"
"01.03.2017","66.988,88","66.661,27","67.397,88","66.661,27","2,45M","0,49%"
"24.02.2017","66.662,10","67.458,48","67.458,48","66.452,07","3,15M","-1,18%"
"23.02.2017","67.461,39","68.590,50","69.487,58","67.279,36","4,10M","-1,64%"
"22.02.2017","68.589,54","69.052,09","69.052,09","68.282,04","3,48M","-0,67%"
"21.02.2017","69.052,03","68.536,46","69.111,74","68.536,46","3,15M","0,76%"
"20.02.2017","68.532,86","67.756,15","68.673,90","67.756,15","2,24M","1,16%"
"17.02.2017","67.748,42","67.814,24","67.819,34","67.157,67","2,87M","-0,10%"
"16.02.2017","67.814,24","67.978,77","68.455,85","67.661,42","3,66M","-0,24%"
"15.02.2017","67.975,58","66.712,28","68.015,57","66.712,28","4,25M","1,89%"
"14.02.2017","66.712,88","66.971,34","67.110,44","66.251,14","3,48M","-0,38%"
"13.02.2017","66.967,64","66.124,53","67.093,64","66.124,53","3,20M","1,28%"
"10.02.2017","66.124,53","64.964,89","66.291,72","64.935,42","3,55M","1,79%"
"09.02.2017","64.964,89","64.850,11","65.302,16","64.586,73","2,72M","0,20%"
"08.02.2017","64.835,40","64.199,86","64.835,40","63.739,96","3,24M","0,99%"
"07.02.2017","64.198,90","64.022,34","64.815,27","63.937,92","2,86M","0,32%"
"06.02.2017","63.992,93","64.957,48","65.326,58","63.932,71","2,63M","-1,48%"
"03.02.2017","64.953,93","64.579,26","65.387,02","64.264,20","3,59M","0,58%"
"02.02.2017","64.578,22","64.835,04","65.132,35","64.162,64","3,05M","-0,40%"
"01.02.2017","64.836,13","64.686,87","65.593,52","64.686,87","3,31M","0,26%"
"31.01.2017","64.670,78","64.309,77","64.900,60","64.283,59","2,82M","0,57%"
"30.01.2017","64.301,73","66.025,22","66.025,47","64.164,59","2,33M","-2,62%"
"27.01.2017","66.033,99","66.195,21","66.242,07","65.875,96","2,66M","-0,24%"
"26.01.2017","66.190,62","65.841,71","66.593,58","65.841,71","3,60M","0,53%"
"24.01.2017","65.840,09","65.751,89","66.172,86","65.615,27","3,97M","0,14%"
"23.01.2017","65.748,63","64.518,51","65.815,85","64.500,43","3,05M","1,90%"
"20.01.2017","64.521,18","63.950,86","64.693,54","63.950,86","3,52M","0,89%"
"19.01.2017","63.950,86","64.145,28","64.455,74","63.573,81","2,96M","-0,31%"
"18.01.2017","64.149,58","64.359,61","64.680,35","64.062,55","3,10M","-0,32%"
"17.01.2017","64.354,34","63.827,32","64.658,01","63.456,01","3,02M","0,82%"
"16.01.2017","63.831,28","63.651,52","64.013,78","63.555,67","1,82M","0,28%"
"13.01.2017","63.651,52","63.939,59","64.091,98","63.365,78","2,82M","-0,47%"
"12.01.2017","63.953,93","62.448,02","64.342,39","62.448,02","4,68M","2,41%"
"11.01.2017","62.446,26","62.133,61","62.674,45","61.664,60","3,24M","0,51%"
"10.01.2017","62.131,80","61.710,16","62.445,90","61.710,16","2,70M","0,70%"
"09.01.2017","61.700,29","61.680,07","62.111,59","61.307,46","2,56M","0,06%"
"06.01.2017","61.665,37","62.071,50","62.071,50","61.395,57","2,45M","-0,65%"
"05.01.2017","62.070,98","61.594,13","62.408,60","61.594,13","3,42M","0,78%"
"04.01.2017","61.589,06","61.810,85","61.940,47","61.302,28","2,93M","-0,36%"
"03.01.2017","61.813,83","59.631,15","61.814,60","59.631,15","3,43M","3,73%"
"02.01.2017","59.588,70","60.227,28","60.227,28","59.370,90","833,73K","-1,06%"
"29.12.2016","60.227,29","59.781,92","60.248,07","59.277,63","2,19M","0,75%"
"28.12.2016","59.781,63","58.688,04","59.911,12","58.688,04","2,02M","1,85%"
"27.12.2016","58.696,69","58.627,19","59.067,69","58.402,39","1,67M","0,13%"
"26.12.2016","58.620,26","57.940,76","58.781,46","57.940,76","701,23K","1,18%"
"23.12.2016","57.937,11","57.255,22","58.142,76","57.255,22","2,22M","1,19%"
"22.12.2016","57.255,22","57.645,94","57.645,94","56.828,56","2,90M","-0,68%"
"21.12.2016","57.646,52","57.583,30","58.049,05","57.221,50","2,54M","0,11%"
"20.12.2016","57.582,89","57.115,86","57.918,26","57.038,49","2,76M","0,83%"
"19.12.2016","57.110,99","58.390,13","58.599,87","57.109,27","3,50M","-2,19%"
"16.12.2016","58.389,04","58.397,63","59.311,74","58.365,46","3,80M","-0,01%"
"15.12.2016","58.396,16","58.213,75","58.635,22","57.574,74","3,68M","0,32%"
"14.12.2016","58.212,12","59.280,13","59.337,76","58.212,12","3,98M","-1,80%"
"13.12.2016","59.280,57","59.177,53","59.946,44","58.757,51","3,70M","0,17%"
"12.12.2016","59.178,61","60.516,60","60.516,60","59.034,94","6,77M","-2,19%"
"09.12.2016","60.500,62","60.688,41","61.129,09","60.315,83","3,44M","-0,29%"
"08.12.2016","60.676,57","61.429,96","61.935,70","60.499,40","3,03M","-1,20%"
"07.12.2016","61.414,40","61.110,81","61.917,93","61.062,22","3,96M","0,53%"
"06.12.2016","61.088,25","59.828,46","61.234,93","59.395,92","3,72M","2,10%"
"05.12.2016","59.831,73","60.322,39","60.720,08","59.635,01","2,95M","-0,80%"
"02.12.2016","60.316,13","59.498,85","60.378,91","58.092,29","4,48M","1,36%"
"01.12.2016","59.506,54","61.906,35","61.910,60","59.058,08","5,52M","-3,88%"
"30.11.2016","61.906,36","60.994,05","62.589,83","60.994,05","4,73M","1,51%"
"29.11.2016","60.986,52","62.858,77","62.858,77","60.979,55","3,53M","-2,97%"
"28.11.2016","62.855,50","61.558,56","62.934,36","61.240,48","2,84M","2,11%"
"25.11.2016","61.559,08","61.393,86","61.559,08","60.572,79","2,74M","0,27%"
"24.11.2016","61.395,53","61.998,99","62.104,92","61.392,18","1,65M","-0,95%"
"23.11.2016","61.985,91","61.955,55","62.046,15","61.233,53","3,60M","0,05%"
"22.11.2016","61.954,47","61.072,10","62.549,61","61.072,10","4,11M","1,45%"
"21.11.2016","61.070,27","59.962,70","61.070,27","59.962,70","3,63M","1,85%"
"18.11.2016","59.961,76","59.770,33","60.193,29","59.327,34","3,57M","0,32%"
"17.11.2016","59.770,47","60.762,94","61.492,74","59.745,66","3,64M","-1,63%"
"16.11.2016","60.759,32","59.658,50","60.915,21","59.363,83","4,72M","1,85%"
"14.11.2016","59.657,46","59.183,14","59.961,38","58.322,32","5,58M","0,80%"
"11.11.2016","59.183,51","61.198,71","61.626,40","58.920,95","7,81M","-3,30%"
"10.11.2016","61.200,96","63.260,76","63.903,15","60.553,18","7,86M","-3,25%"
"09.11.2016","63.258,27","64.157,44","64.358,32","61.794,36","5,80M","-1,40%"
"08.11.2016","64.157,68","64.051,65","64.767,02","63.381,34","3,37M","0,17%"
"07.11.2016","64.051,65","61.600,74","64.193,01","61.600,74","3,43M","3,98%"
"04.11.2016","61.598,39","61.749,23","62.698,63","61.491,40","4,10M","-0,25%"
"03.11.2016","61.750,17","63.324,67","63.523,70","61.750,17","4,25M","-2,49%"
"01.11.2016","63.326,42","64.921,91","65.291,06","63.018,57","4,64M","-2,46%"
"31.10.2016","64.924,52","64.311,51","65.054,43","64.311,51","3,93M","0,96%"
"28.10.2016","64.307,63","64.250,59","64.728,28","63.777,97","3,91M","0,09%"
"27.10.2016","64.249,50","63.827,32","64.608,57","63.827,32","3,70M","0,66%"
"26.10.2016","63.825,69","63.859,97","63.924,26","63.083,64","4,43M","-0,06%"
"25.10.2016","63.866,20","64.058,56","64.266,34","63.247,64","4,04M","-0,30%"
"24.10.2016","64.059,89","64.140,73","64.691,43","63.913,56","3,78M","-0,08%"
"21.10.2016","64.108,08","63.838,09","64.371,80","63.378,72","3,78M","0,42%"
"20.10.2016","63.837,85","63.494,68","63.927,20","62.728,75","3,53M","0,52%"
"19.10.2016","63.505,61","63.783,66","64.089,00","63.308,54","3,73M","-0,43%"
"18.10.2016","63.782,21","62.701,39","63.937,44","62.701,39","4,39M","1,73%"
"17.10.2016","62.696,11","61.767,58","62.696,11","61.718,83","3,44M","1,50%"
"14.10.2016","61.767,22","61.120,45","62.038,64","61.120,45","3,81M","1,06%"
"13.10.2016","61.118,58","61.020,38","61.328,59","60.243,14","5,11M","0,16%"
"11.10.2016","61.021,85","61.668,33","61.668,33","60.884,77","3,68M","-1,05%"
"10.10.2016","61.668,33","61.130,24","61.756,33","61.130,24","3,03M","0,92%"
"07.10.2016","61.108,98","60.645,41","61.274,57","60.478,95","4,37M","0,77%"
"06.10.2016","60.644,24","60.254,34","60.723,99","60.070,31","3,62M","0,65%"
"05.10.2016","60.254,34","59.340,04","60.477,30","59.340,04","3,48M","1,54%"
"04.10.2016","59.339,23","59.461,22","59.579,77","58.891,86","4,02M","-0,21%"
"03.10.2016","59.461,23","58.370,15","59.548,54","58.366,55","2,86M","1,87%"
"30.09.2016","58.367,05","58.349,99","58.900,44","58.271,36","2,95M","0,03%"
"29.09.2016","58.350,57","59.346,00","59.621,19","58.291,79","3,30M","-1,69%"
"28.09.2016","59.355,77","58.382,75","59.415,41","58.353,48","3,33M","1,67%"
"27.09.2016","58.382,49","58.066,44","58.490,38","57.410,72","3,04M","0,57%"
"26.09.2016","58.053,53","58.697,03","58.697,03","57.904,19","2,17M","-1,10%"
"23.09.2016","58.697,00","58.992,22","59.130,83","58.408,80","2,90M","-0,50%"
"22.09.2016","58.994,17","58.407,63","59.462,44","58.407,63","3,47M","1,03%"
"21.09.2016","58.393,92","57.736,46","58.574,60","57.326,03","4,01M","1,14%"
"20.09.2016","57.736,46","57.355,59","57.902,29","57.355,59","3,09M","0,67%"
"19.09.2016","57.350,38","57.082,82","58.024,87","57.082,82","2,77M","0,47%"
"16.09.2016","57.079,76","57.909,49","57.909,49","56.794,11","3,83M","-1,43%"
"15.09.2016","57.909,49","57.068,26","58.127,11","57.068,26","2,90M","1,49%"
"14.09.2016","57.059,46","56.812,40","57.341,97","56.694,45","3,43M","0,42%"
"13.09.2016","56.820,77","58.579,91","58.579,91","56.459,11","4,51M","-3,01%"
"12.09.2016","58.586,11","57.998,16","58.595,09","57.511,17","3,64M","1,01%"
"09.09.2016","57.999,73","60.220,18","60.220,18","57.961,41","4,12M","-3,71%"
"08.09.2016","60.231,65","60.129,30","60.310,50","59.742,86","3,96M","0,17%"
"06.09.2016","60.129,44","59.565,62","60.129,44","59.182,14","3,25M","0,95%"
"05.09.2016","59.566,34","59.616,39","59.985,52","59.402,23","1,82M","-0,08%"
"02.09.2016","59.616,40","58.240,53","59.654,66","58.240,53","3,89M","2,37%"
"01.09.2016","58.236,27","57.901,45","58.416,80","57.637,80","3,80M","0,58%"
"31.08.2016","57.901,11","58.579,97","58.910,43","57.506,40","4,20M","-1,15%"
"30.08.2016","58.575,42","58.610,39","58.881,63","58.292,87","2,81M","-0,06%"
"29.08.2016","58.610,39","57.717,18","58.957,18","57.641,51","2,85M","1,55%"
"26.08.2016","57.716,25","57.724,94","58.655,21","57.259,13","3,72M","-0,01%"
"25.08.2016","57.722,14","57.717,88","58.123,74","57.638,64","3,07M","0,01%"
"24.08.2016","57.717,88","58.019,15","58.332,13","57.456,40","3,32M","-0,52%"
"23.08.2016","58.020,03","57.781,24","58.596,37","57.781,24","3,75M","0,41%"
"22.08.2016","57.781,24","59.079,71","59.098,94","57.631,38","3,23M","-2,23%"
"19.08.2016","59.098,92","59.158,28","59.239,87","58.599,48","2,74M","-0,11%"
"18.08.2016","59.166,02","59.323,83","59.417,88","58.828,96","3,72M","-0,27%"
"17.08.2016","59.323,83","58.846,94","59.323,83","58.081,45","4,31M","0,80%"
"16.08.2016","58.855,43","59.144,35","59.187,33","58.589,19","3,99M","-0,49%"
"15.08.2016","59.145,98","58.316,23","59.323,91","58.316,23","3,60M","1,45%"
"12.08.2016","58.298,41","58.299,57","58.753,03","57.986,92","3,93M","-0,00%"
"11.08.2016","58.299,57","56.925,04","58.308,39","56.922,83","4,03M","2,42%"
"10.08.2016","56.919,78","57.690,34","57.952,87","56.735,24","3,62M","-1,33%"
"09.08.2016","57.689,42","57.637,48","58.094,57","57.615,15","3,14M","0,09%"
"08.08.2016","57.635,43","57.655,48","57.917,06","57.504,17","3,25M","-0,04%"
"05.08.2016","57.661,14","57.609,42","57.950,90","57.289,55","3,46M","0,12%"
"04.08.2016","57.593,90","57.075,72","58.030,38","57.075,72","4,32M","0,91%"
"03.08.2016","57.076,91","56.157,39","57.101,09","55.788,00","4,18M","1,63%"
"02.08.2016","56.162,38","56.755,92","56.973,57","55.695,52","3,98M","-1,05%"
"01.08.2016","56.755,76","57.309,23","57.729,31","56.675,81","4,21M","-0,96%"
"29.07.2016","57.308,21","56.663,94","57.473,83","56.339,59","4,55M","1,13%"
"28.07.2016","56.667,12","56.853,32","56.853,32","55.992,71","3,91M","-0,33%"
"27.07.2016","56.852,84","56.788,47","57.380,30","56.788,47","3,91M","0,12%"
"26.07.2016","56.782,75","56.876,24","57.309,50","56.707,84","3,46M","-0,16%"
"25.07.2016","56.872,73","57.006,39","57.205,25","56.397,88","3,22M","-0,23%"
"22.07.2016","57.002,08","56.641,49","57.170,56","56.518,04","3,00M","0,64%"
"21.07.2016","56.641,49","56.578,05","56.906,27","56.232,51","3,59M","0,11%"
"20.07.2016","56.578,05","56.698,77","56.927,16","56.220,73","4,00M","-0,21%"
"19.07.2016","56.698,06","56.487,30","56.698,06","56.246,15","3,91M","0,38%"
"18.07.2016","56.484,22","55.573,29","56.508,98","55.355,07","4,11M","1,63%"
"15.07.2016","55.578,24","55.481,75","55.648,70","55.233,20","3,80M","0,18%"
"14.07.2016","55.480,87","54.600,82","55.633,54","54.600,82","4,54M","1,62%"
"13.07.2016","54.598,28","54.256,40","54.646,91","53.732,82","4,16M","0,63%"
"12.07.2016","54.256,41","53.960,58","54.746,30","53.960,58","4,00M","0,55%"
"11.07.2016","53.960,11","53.143,48","54.020,65","53.143,48","3,31M","1,54%"
"08.07.2016","53.140,74","52.019,55","53.166,49","52.019,55","3,09M","2,16%"
"07.07.2016","52.014,66","51.901,80","52.718,79","51.888,19","3,83M","0,22%"
"06.07.2016","51.901,81","51.842,15","51.908,75","50.824,99","3,38M","0,11%"
"05.07.2016","51.842,27","52.565,20","52.565,20","51.510,43","3,22M","-1,38%"
"04.07.2016","52.568,66","52.241,12","52.917,78","52.241,12","2,08M","0,64%"
"01.07.2016","52.233,04","51.540,21","52.346,07","51.411,23","4,24M","1,37%"
"30.06.2016","51.526,93","51.001,38","51.619,06","50.585,06","4,51M","1,03%"
"29.06.2016","51.001,91","50.009,45","51.229,09","50.009,45","4,09M","1,99%"
"28.06.2016","50.006,56","49.252,12","50.301,43","49.252,12","3,51M","1,55%"
"27.06.2016","49.245,53","50.105,81","50.161,61","48.954,41","3,33M","-1,72%"
"24.06.2016","50.105,26","51.561,05","51.561,05","49.544,32","4,27M","-2,82%"
"23.06.2016","51.559,82","50.160,76","51.672,63","50.160,76","3,26M","2,80%"
"22.06.2016","50.156,30","50.834,72","51.238,56","50.060,39","3,75M","-1,34%"
"21.06.2016","50.837,80","50.326,04","50.870,42","49.677,76","3,45M","1,01%"
"20.06.2016","50.329,36","49.539,40","50.781,55","49.539,40","3,59M","1,61%"
"17.06.2016","49.533,84","49.409,25","50.190,52","49.404,79","4,38M","0,25%"
"16.06.2016","49.411,62","48.900,91","49.411,62","48.066,67","4,01M","1,02%"
"15.06.2016","48.914,74","48.649,41","49.414,95","48.323,67","5,16M","0,55%"
"14.06.2016","48.648,29","49.662,11","49.894,40","48.216,36","4,01M","-2,04%"
"13.06.2016","49.660,79","49.418,63","49.763,54","48.803,56","2,71M","0,48%"
"10.06.2016","49.422,16","51.117,44","51.117,44","49.420,98","3,07M","-3,32%"
"09.06.2016","51.118,46","51.632,81","51.632,81","50.831,67","3,31M","-0,99%"
"08.06.2016","51.629,29","50.490,11","51.811,58","50.490,11","4,35M","2,26%"
"07.06.2016","50.487,86","50.431,68","50.641,12","50.004,67","3,05M","0,11%"
"06.06.2016","50.431,80","50.627,24","50.923,54","50.097,27","3,11M","-0,37%"
"03.06.2016","50.619,50","49.888,31","50.634,36","49.888,31","3,43M","1,47%"
"02.06.2016","49.887,24","49.007,81","49.905,57","48.780,54","3,63M","1,78%"
"01.06.2016","49.012,65","48.468,19","49.056,89","48.199,87","3,39M","1,12%"
"31.05.2016","48.471,71","48.963,18","49.269,22","48.291,51","5,80M","-1,01%"
"30.05.2016","48.964,34","49.051,17","49.203,06","48.799,22","1,21M","-0,18%"
"27.05.2016","49.051,49","49.481,32","49.805,14","48.868,56","2,80M","-0,87%"
"25.05.2016","49.482,86","49.346,50","50.356,95","49.346,50","3,58M","0,28%"
"24.05.2016","49.345,19","49.330,42","50.002,07","49.152,88","3,24M","0,03%"
"23.05.2016","49.330,42","49.709,17","49.709,17","48.694,73","3,52M","-0,79%"
"20.05.2016","49.722,75","50.132,65","50.821,74","49.722,75","3,36M","-0,82%"
"19.05.2016","50.132,53","50.556,06","50.556,06","49.588,26","4,03M","-0,85%"
"18.05.2016","50.561,70","50.836,08","51.373,21","50.300,63","4,20M","-0,55%"
"17.05.2016","50.839,44","51.795,46","51.946,10","50.689,36","3,99M","-1,86%"
"16.05.2016","51.802,92","51.803,33","52.305,46","51.584,51","3,64M","-0,00%"
"13.05.2016","51.804,31","53.236,48","53.249,73","51.365,57","4,45M","-2,70%"
"12.05.2016","53.241,31","52.765,27","53.798,05","52.424,04","4,77M","0,90%"
"11.05.2016","52.764,46","53.072,40","53.976,29","52.735,94","4,48M","-0,58%"
"10.05.2016","53.070,91","50.994,01","53.070,91","50.994,01","4,21M","4,08%"
"09.05.2016","50.990,06","51.716,51","51.716,51","49.907,77","5,09M","-1,41%"
"06.05.2016","51.717,83","51.670,57","52.158,95","51.204,04","3,40M","0,09%"
"05.05.2016","51.671,04","52.568,61","53.070,71","51.310,97","3,65M","-1,68%"
"04.05.2016","52.552,80","52.253,14","52.672,44","51.930,77","4,40M","0,56%"
"03.05.2016","52.260,19","53.557,14","53.557,14","52.260,19","4,01M","-2,43%"
"02.05.2016","53.561,53","53.909,53","54.112,79","53.265,28","3,39M","-0,65%"
"29.04.2016","53.910,51","54.316,76","54.705,14","53.591,60","5,05M","-0,74%"
"28.04.2016","54.311,97","54.475,28","54.977,70","53.963,10","4,55M","-0,30%"
"27.04.2016","54.477,78","53.094,22","54.559,56","53.094,22","5,05M","2,63%"
"26.04.2016","53.082,50","51.867,04","53.107,76","51.838,25","3,87M","2,35%"
"25.04.2016","51.861,71","52.911,07","52.948,66","51.748,28","3,81M","-1,98%"
"22.04.2016","52.907,88","53.630,07","53.630,07","52.629,48","4,39M","-1,35%"
"20.04.2016","53.630,93","53.710,68","53.857,36","53.149,00","4,69M","-0,15%"
"19.04.2016","53.710,05","52.894,08","54.054,03","52.894,08","5,19M","1,54%"
"18.04.2016","52.894,08","53.228,74","53.478,75","52.305,37","4,53M","-0,63%"
"15.04.2016","53.227,74","52.414,24","53.390,42","52.414,24","5,20M","1,56%"
"14.04.2016","52.411,02","53.150,34","53.699,35","52.242,23","5,66M","-1,39%"
"13.04.2016","53.149,84","52.009,52","53.843,74","52.009,52","6,57M","2,21%"
"12.04.2016","52.001,86","50.166,46","52.327,21","50.166,46","5,31M","3,66%"
"11.04.2016","50.165,47","50.303,33","51.088,89","50.078,23","4,18M","-0,25%"
"08.04.2016","50.292,93","48.517,02","50.485,98","48.517,02","5,20M","3,67%"
"07.04.2016","48.513,10","48.099,11","48.940,48","48.099,11","3,15M","0,87%"
